input_utterance,intent,parameters,utterance_template,source,seed_id,p1,p1_template,p2,p2_template,p3,p3_template,p1_bertscore,p2_bertscore,p3_bertscore,p1_duplicate,p1_semantics,p1_correct,p2_duplicate,p2_semantics,p2_correct,p3_duplicate,p3_semantics,p3_correct,p1_ted,p2_ted,p3_ted
Book a table for eight people please,BookRestaurant,"[['party_size_number', 'eight']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),SNIPS,26,Please reserve a table for a group of eight,( S ( NP ( UH ) ) ( VP ( VB ) ( NP ) ) ),I would like to make a booking for eight people,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),Can you help me arrange a table reservation for eight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9130879,0.89109063,0.88060397,False,True,True,False,True,True,False,True,True,3.0,5.0,6.0
Please add Ruud Jolie to my playlist Guest List Polygon,AddToPlaylist,"[['artist', 'Ruud Jolie'], ['playlist_owner', 'my'], ['playlist', 'Guest List Polygon']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,27,Add Ruud Jolie to my playlist called Guest List Polygon,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Include Ruud Jolie in the Guest List Polygon playlist,( VP ( VB ) ( NP ( NP ) ( PP ) ) ),Put Ruud Jolie on the Guest List Polygon playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.94645244,0.92890584,0.9109112,False,True,True,False,True,True,False,True,True,2.0,3.0,2.0
add this artist named Kirk Hammett to my playlist Party,AddToPlaylist,"[['music_item', 'artist'], ['artist', 'Kirk Hammett'], ['playlist_owner', 'my'], ['playlist', 'Party']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,28,include this musician called Kirk Hammett in my Party playlist,( S ( VP ( VB ) ( NP ) ) ),add the artist named Kirk Hammett to the Party playlist,( S ( VP ( VB ) ( NP ) ) ),"put Kirk Hammett, the artist, into my Party playlist",( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.95783675,0.95416373,0.92675555,False,True,True,False,True,True,False,True,True,1.0,1.0,0.0
I want to put a copy of this tune into Skatepark Punks,AddToPlaylist,"[['music_item', 'tune'], ['playlist', 'Skatepark Punks']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,29,Can you add this song to Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I would like to insert a copy of this melody into Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Is it possible to transfer this track into Skatepark Punks?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) ),0.934643,0.96719885,0.9317615,False,True,True,False,True,True,False,True,True,6.0,3.0,7.0
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",RateBook,"[['object_name', 'With Lee in Virginia, A Story of the American Civil War'], ['object_part_of_series_type', 'chronicle'], ['rating_value', '4'], ['best_rating', '6']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,30,"The book I would rate is the fourth installment, With Lee in Virginia: A Story of the American Civil War.",( S ( NP ( NP ) ( SBAR ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),"I want to review With Lee in Virginia: A Story of the American Civil War, which is the 4th out of 6 books.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"The chronicle that I would like to give feedback on is number 4 out of a total of 6, titled With Lee in Virginia.",( S ( NP ( NP ) ( SBAR ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),0.88945264,0.8847747,0.8522286,False,True,True,False,True,True,False,True,True,5.0,3.0,5.0
Rate this album two out of 6,RateBook,"[['object_select', 'this'], ['object_type', 'album'], ['rating_value', 'two'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,31,Give this album a rating of two out of six,( S ( VP ( VB ) ( NP ) ( NP ) ) ),Rate this album with a score of 2 out of 6,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Can you assign a rating of two out of six to this album?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9484185,0.9388075,0.90385306,False,True,True,False,True,True,False,True,True,0.0,1.0,6.0
Give the current part of the saga 4 points out of 6.,RateBook,"[['object_select', 'current'], ['object_part_of_series_type', 'saga'], ['rating_value', '4'], ['rating_unit', 'points'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),SNIPS,32,Rate this part of the saga with a score of 4 out of 6.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Assign a rating of 4 out of 6 to the current installment of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Give this section in the saga a score of 4 out of a possible 6.,( S ( VP ( VB ) ( NP ) ( PP ) ( NP ) ) ( . ) ),0.93463314,0.9133558,0.92139703,False,True,True,False,True,True,False,True,True,1.0,1.0,1.0
Can you play some fifties music by lavern baker,PlayMusic,"[['year', 'fifties'], ['artist', 'lavern baker']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,33,Could you please play some fifties music performed by Lavern Baker?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),"I'm in the mood for fifties music sung by Lavern Baker, can you play it?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",Is it possible to listen to some fifties tunes from the artist Lavern Baker?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) ),0.9150815,0.902766,0.89798856,False,True,True,False,True,True,False,True,True,4.0,6.0,7.0
Play a 1964 track from Shahram Nazeri on Pandora.,PlayMusic,"[['year', '1964'], ['music_item', 'track'], ['artist', 'Shahram Nazeri'], ['service', 'Pandora']]",( S ( VP ( VB ) ( NP ) ) ( . ) ),SNIPS,34,Play a Shahram Nazeri track from 1964 on Pandora.,( S ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ( . ) ),Find and play a song by Shahram Nazeri released in 1964 on Pandora.,( S ( VP ( VB ) ( CC ) ( VB ) ( NP ) ) ( . ) ),Can you play a track from Shahram Nazeri that was recorded in 1964 on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9775203,0.9407507,0.9284839,False,True,True,False,True,True,False,True,True,2.0,2.0,4.0
Please play me some Satire music,PlayMusic,"[['genre', 'Satire']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,35,Can you find and play some Satire music for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ( PP ) ) ( . ) ),"I would like to listen to some Satire music, can you play it for me?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",Could you please find and play Satire music?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),0.9199707,0.9176669,0.89440626,False,True,True,False,True,True,False,True,True,8.0,6.0,8.0
When is Crime and Punishment U.S.A. showing?,SearchScreeningEvent,"[['movie_name', 'Crime and Punishment U.S.A.']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SNIPS,36,What are the showtimes for Crime and Punishment U.S.A.?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),When can I catch Crime and Punishment U.S.A.?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Tell me when Crime and Punishment U.S.A. will be playing?,( S ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),0.9158918,0.94167256,0.9048967,False,True,True,False,True,True,False,True,True,5.0,1.0,6.0
find Fox Theatres with The Caretaker,SearchScreeningEvent,"[['location_name', 'Fox Theatres'], ['movie_name', 'The Caretaker']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,37,search for The Caretaker at Fox Theatres,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ( PP ( IN ) ( NP ) ) ),locate Fox Theatres showing The Caretaker,( S ( VP ( VB ) ( NP ) ) ),find a screening of The Caretaker at Fox Theatres,( S ( VP ( VB ) ( NP ) ) ),0.9256462,0.9702411,0.9147729,False,True,True,False,True,True,False,True,True,6.0,1.0,1.0
I would like to watch The Wedding Ring at the movie theatre,SearchScreeningEvent,"[['movie_name', 'The Wedding Ring'], ['object_location_type', 'movie theatre']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,38,Can you find showtimes for The Wedding Ring at the cinema?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Is The Wedding Ring playing at the local movie theater?,( SQ ( VBZ ) ( NP ( DT ) ( NNP ) ( NNP ) ) ( VP ( VBG ) ( PP ) ) ( . ) ),Where can I see a screening of The Wedding Ring in theaters?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),0.9159252,0.91854125,0.9107781,False,True,True,False,True,True,False,True,True,5.0,8.0,6.0
I want to read the book The Lion Sleeps Tonight,SearchCreativeWork,"[['object_type', 'book'], ['object_name', 'The Lion Sleeps Tonight']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,39,I would like to read the book called The Lion Sleeps Tonight.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Can you please show me the book titled The Lion Sleeps Tonight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),Is it possible for me to read The Lion Sleeps Tonight book?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),0.96848595,0.9175494,0.9210788,False,True,True,False,True,True,False,True,True,3.0,5.0,8.0
find Join the Dots: B-sides and Rarities,SearchCreativeWork,"[['object_name', 'Join the Dots: B-sides and Rarities']]",( S ( VP ( VB ) ( S ) ) ),SNIPS,40,search for Join the Dots: B-sides and Rarities,( NP ( NP ( NP ) ( PP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNPS ) ) ),locate Join the Dots: B-sides and Rarities,( S ( S ( VP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNPS ) ) ),find places where I can listen to Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( NP ) ) ),0.9817496,0.9994621,0.91817605,True,True,False,True,True,False,False,True,True,9.0,6.0,1.0
Where can I buy a used copy of the game called I Lie Around?,SearchCreativeWork,"[['object_type', 'game'], ['object_name', 'I Lie Around']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SNIPS,41,Can you tell me where I can find a second-hand copy of the game called I Lie Around?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),I'm looking for a place to purchase a pre-owned version of the game called I Lie Around. Any ideas?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Do you have any suggestions on where to buy a used copy of the game named I Lie Around?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9360089,0.9218823,0.92737013,False,True,True,False,True,True,False,True,True,7.0,6.0,7.0
please give me the cheapest flight from denver to pittsburgh,flight,"[['cost_relative', 'cheapest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),ATIS,42,Can you find the least expensive flight from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),I would like to know the most affordable flight from Denver to Pittsburgh.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you help me find the cheapest ticket for a flight from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9164471,0.91280574,0.9191558,False,True,True,False,True,True,False,True,True,6.0,6.0,7.0
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,flight,"[['fromloc.city_name', 'milwaukee'], ['toloc.city_name', 'orlando'], ['depart_date.day_name', 'wednesday'], ['depart_time.period_of_day', 'evening'], ['depart_date.day_name', 'thursday'], ['depart_time.period_of_day', 'morning']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),ATIS,43,"I need to book a flight from Milwaukee to Orlando, either on Wednesday in the evening or Thursday in the morning.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"Can you help me find flights departing from Milwaukee and arriving at Orlando? I'm flexible with my departure time, it can be either Wednesday evening or Thursday morning.","( S ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( , ) ( S ( NP ) ( VP ) ) ( . ) )",I'm looking for flights going from Milwaukee to Orlando. I can leave on either Wednesday evening or Thursday morning.,( S ( S ( NP ) ( VP ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) ),0.93102413,0.8898145,0.92924225,False,True,True,False,True,True,False,True,True,1.0,11.0,6.0
what is the lowest fare from denver to pittsburgh,airfare,"[['cost_relative', 'lowest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,44,what is the cheapest price for a flight from denver to pittsburgh,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),how much does it cost to fly from denver to pittsburgh,( SBARQ ( WHNP ( WRB ) ( RB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),can you tell me the least expensive fare for a trip between denver and pittsburgh,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),0.97002715,0.9363251,0.937523,False,True,True,False,True,True,False,True,True,0.0,6.0,7.0
what is the cheapest one way fare from boston to baltimore,airfare,"[['cost_relative', 'cheapest'], ['round_trip', 'one way'], ['fromloc.city_name', 'boston'], ['toloc.city_name', 'baltimore']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,45,What is the most inexpensive single ticket price from Boston to Baltimore?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VP ) ) ( . ) ),Can you find me the cheapest fare for a one-way trip from Boston to Baltimore?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"I'm looking for the lowest cost for a one-way journey from Boston to Baltimore, can you help me with that?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),0.9199759,0.9110142,0.8882566,False,True,True,False,True,True,False,True,True,2.0,8.0,6.0
what is the ground transportation from oakland to san francisco,ground_service,"[['fromloc.city_name', 'oakland'], ['toloc.city_name', 'san francisco']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,46,How can I get from Oakland to San Francisco by ground transportation?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),Tell me the options for traveling from Oakland to San Francisco via ground transportation.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),What are the ways to travel by ground from Oakland to San Francisco? ,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBP ) ( NP ) ) ( . ) ),0.9040082,0.90096533,0.90731907,False,True,True,False,True,True,False,True,True,6.0,6.0,4.0
can i get a rental car in dallas,ground_service,"[['transport_type', 'rental car'], ['city_name', 'dallas']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ATIS,47,Is it possible for me to rent a car in Dallas?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),Can I hire a car in Dallas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Is there an option to get a rental car in Dallas?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( DT ) ( NN ) ( S ) ) ( . ) ),0.91437286,0.9155754,0.91585016,False,True,True,False,True,True,False,True,True,8.0,1.0,7.0
what airlines fly between boston and atlanta,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'atlanta']]",( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),ATIS,48,which airlines operate flights between boston and atlanta,( SBAR ( WHNP ( WDT ) ) ( S ( NP ) ( VP ) ) ),can you tell me the airlines that offer flights from boston to atlanta,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),find me the airline options for traveling between boston and atlanta,( S ( VP ( VB ) ( NP ) ( NP ) ) ),0.98728675,0.92818415,0.92473155,True,True,False,False,True,True,False,True,True,1.0,7.0,4.0
show me the airlines between boston and denver,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'denver']]",( S ( VP ( VB ) ( S ) ) ),ATIS,49,display the flights operating between Boston and Denver,( S ( VP ( VB ) ( NP ) ) ),list the airlines that fly from Boston to Denver,( S ( VP ( VB ) ( NP ) ) ),find me the air carriers connecting Boston and Denver,( S ( VP ( VB ) ( S ) ) ),0.9020604,0.89917904,0.9408305,False,True,True,False,True,True,False,True,True,1.0,1.0,0.0
what does ls stand for,abbreviation,"[['meal_code', 'ls']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,50,what is the meaning of ls,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),what does the abbreviation ls mean,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),can you tell me what ls stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ),0.89299905,0.9099221,0.9017843,False,True,True,False,True,True,False,True,True,3.0,0.0,7.0
what does dfw mean,abbreviation,"[['airport_code', 'dfw']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,51,what is the meaning of dfw,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),can you tell me what dfw stands for,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ),define dfw please,( S ( VP ( VB ) ( NP ) ) ),0.95050776,0.89133704,0.87238824,False,True,True,False,True,True,False,True,True,3.0,7.0,6.0
Terminate i-a541 now,EndEC2Instance,"[['VM', 'i-a541']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),ParaQuality,1,End i-a541 immediately,( NP ( NP ( NN ) ( NN ) ) ( ADVP ( RB ) ) ),Stop i-a541 now,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),Cease i-a541 at once,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.94738257,0.9658628,0.9260236,False,True,True,False,True,True,False,True,True,5.0,0.0,1.0
Search for cooking videos,SearchWeb,"[['query', 'cooking videos']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,2,Find videos on cooking,( S ( VP ( VB ) ( NP ) ) ),Look for videos about cooking,( S ( VP ( VB ) ( PP ) ) ),Search for instructional cooking videos,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),0.93668246,0.9635492,0.9803966,False,True,True,False,True,True,True,True,False,4.0,4.0,0.0
Find most popular photos tagged #LOVE,SearchWeb,"[['Tag', '#LOVE']]",( S ( S ( VP ) ) ( VP ( VBP ) ) ),ParaQuality,3,Search for the trending images with #LOVE tag,( S ( VP ( VB ) ( PP ) ) ),Discover the top-rated pictures tagged with #LOVE,( S ( VP ( VB ) ( NP ) ) ),Locate the most popular photographs labeled #LOVE,( S ( VP ( VB ) ( S ) ) ),0.92687017,0.95152944,0.9522361,False,True,True,False,True,True,False,True,True,3.0,3.0,2.0
Search for a few nice photos matching Opera House with size 1024px * 768px,SearchWeb,"[['size', '1024px * 768px'], ['query', 'Opera House']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,4,Find some beautiful pictures of the Opera House with a resolution of 1024px * 768px.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Look for a couple of high-quality images that show the Opera House. The size should be 1024 pixels wide and 768 pixels tall.,( S ( S ( VP ) ) ( . ) ( NP ( DT ) ( NN ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Locate several nice photos that depict the Opera House. The dimensions should be 1024 by 768 pixels.,( S ( S ( VP ) ) ( . ) ( NP ( DT ) ( NNS ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.94739497,0.90303946,0.9019731,False,True,True,False,True,True,False,True,True,6.0,9.0,9.0
Are the burglar alarms in the office malfunctioning ?,CheckDevice,"[['location', 'office']]",( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),ParaQuality,5,Are the alarms in the office not working properly?,( SQ ( VBP ) ( NP ( NP ) ( PP ) ) ( RB ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),Are there any issues with the burglar alarms in the office?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9507951,0.93883395,0.9699679,False,True,True,False,True,True,False,True,True,7.0,8.0,6.0
Is the TV in the house off ?,CheckDevice,"[['device', 'TV']]",( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),ParaQuality,6,Has the TV in the house been turned off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),Is the television switched off inside the house?,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ( PP ) ) ( . ) ),Can I confirm if the TV within the house is not on?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) ),0.95732886,0.9514967,0.91068804,False,True,True,False,True,True,False,True,True,7.0,6.0,8.0
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,FindHotel,"[['location', 'Seattle'], ['num_of_guests', '2']]",( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,7,"Do you have any recommendations for a budget-friendly hotel in Seattle for tomorrow night, accommodating 2 people?",( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Could you suggest an affordable hotel near Seattle for tomorrow's stay with space for 2 guests?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I'm looking for an inexpensive accommodation option near Seattle that can accommodate 2 individuals and is available tomorrow.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),0.9042579,0.9104927,0.8841727,False,True,True,False,True,True,False,True,True,7.0,8.0,7.0
Are there any cheap hotels for 7-day stay somewhere near Riverside,FindHotel,"[['location', 'Riverside'], ['stay_length', '7-day']]",( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),ParaQuality,8,I'm looking for affordable accommodations near Riverside for a week-long stay.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Can you find me budget-friendly hotels close to Riverside where I can stay for 7 days?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),Are there any reasonably priced accommodations near Riverside that offer a 7-day stay?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),0.9154791,0.92259806,0.94878507,False,True,True,False,True,True,False,True,True,10.0,9.0,5.0
Send an email to Phil telling her that ''I got you'',SendMail,"[['contact', 'Phil'], ['message', 'I got you']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),ParaQuality,9,Compose an email to Phil and inform her that ''I have your back''.,( S ( VP ( VP ) ( CC ) ( VP ) ) ( '' ) ( . ) ),Drop a mail to Phil stating that ''You can count on me''.,( S ( VP ( VB ) ( NP ) ( PP ) ( S ) ) ( . ) ),Shoot an email to Phil expressing that ''I am here for you''.,( S ( VP ( VB ) ( NP ) ( PP ) ( S ) ) ( '' ) ( . ) ),0.9389209,0.9406494,0.9506076,False,True,True,False,True,True,False,True,True,4.0,2.0,1.0
Give me 5 conference articles about text mining,FindArticles,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),ParaQuality,10,Find 5 conference papers on the topic of text mining,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Fetch 5 articles from conferences related to text mining,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Retrieve 5 conference articles that discuss text mining,( S ( VP ( VB ) ( NP ) ) ),0.9368702,0.924736,0.9344979,False,True,True,False,True,True,False,True,True,1.0,1.0,1.0
I am looking for the latest scientific article related to Machine Learning,FindArticles,[],( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),ParaQuality,11,Can you find me the most recent scientific publication about Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I need to find the newest scientific paper that is related to Machine Learning.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),Do you have any information on the latest article about Machine Learning in the field of science?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.8671859,0.90132594,0.8694539,False,True,True,False,True,True,False,True,True,6.0,2.0,5.0
Create a comment saying ''Best Voice Ever'',CreateComment,"[['value', 'Best Voice Ever']]",( S ( VP ( VB ) ( NP ) ) ( '' ) ),ParaQuality,12,Compose a comment saying ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ),Generate a comment that reads ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),Craft a statement expressing ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ( '' ) ),0.9588816,0.9488556,0.936065,False,True,True,False,True,True,False,True,True,0.0,1.0,1.0
Jump to the previous song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,13,Skip to the previous track,( S ( VP ( VB ) ( PP ) ) ),Go back to the previous song,( S ( VP ( VB ) ( ADVP ) ) ),Move to the song that played before this one,( S ( VP ( VB ) ( PP ) ) ),0.9779318,0.95322114,0.92407477,False,True,True,False,True,True,False,True,True,0.0,1.0,0.0
Skip to the next song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,14,Go to the next track,( S ( VP ( VB ) ( PP ) ) ),Move on to the following song,( S ( VP ( VB ) ( PRT ) ( PP ) ) ),Advance to the next music,( NP ( NP ( NN ) ) ( PP ( IN ) ( NP ) ) ),0.9629346,0.92509186,0.9573358,False,True,True,False,True,True,False,True,True,0.0,1.0,5.0
