input_utterance,intent,parameters,utterance_template,source,seed_id,selected_templates,selected_templates_related_paraphrases,p1,p1_template,p1_ted_to_selected_templates,p1_is_similar,p2,p2_template,p2_ted_to_selected_templates,p2_is_similar,p3,p3_template,p3_ted_to_selected_templates,p3_is_similar
Any suggestions for an inexpensive hotel near Seattle for tomorrow for 2,FindHotel,"[['location', 'Seattle'], ['num_of_guests', '2']]",( NP ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,7,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['define dfw', 'Can you tell me the current heat in Pesotum?']",Do you have any recommendations for a budget-friendly hotel close to Seattle tomorrow? We will be staying there for 2 people.,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 11.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,Could you suggest a low-cost hotel near Seattle that is available tomorrow and can accommodate 2 guests?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True,"I'm looking for an affordable hotel near Seattle for tomorrow, with space available for 2 people. Do you have any suggestions?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SQ ( VBP ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False
Are there any cheap hotels for 7-day stay somewhere near Riverside,FindHotel,"[['location', 'Riverside'], ['stay_length', '7-day']]",( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( ADVP ( RB ) ( IN ) ( NP ) ) ),ParaQuality,8,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find videos about cooking', 'Can you tell me the current temperature in Pesotum?']",Can you help me find affordable accommodations that are close to Riverside for a week?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True,I'm looking for budget-friendly hotels near Riverside where I can stay for seven days.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Do you know of any inexpensive lodging options in the vicinity of Riverside for a one-week visit?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",False
Send an email to Phil telling her that ''I got you'',SendMail,"[['contact', 'Phil'], ['message', 'I got you']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( '' ) ),ParaQuality,9,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Discover tutorials on cooking', 'Can you tell me the current temperature in Pesotum?']",Compose an email to Phil and let her know that I got your back.,( S ( VP ( VP ) ( CC ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,Email Phil and inform her that I understand and support you completely.,( S ( VP ( VP ) ( CC ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,Send a message to Phil conveying the message that 'I'm here for you'.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( '' ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False
Give me 5 conference articles about text mining,FindArticles,"[['query', 'text mining'], ['count', '5'], ['article_type', 'conference articles']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),ParaQuality,10,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['include Kirk Hammett in my Party playlist', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']",Retrieve 5 articles focused on text mining for conferences.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True,I'm interested in 5 conference articles related to text mining.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Can you provide me with a list of 5 conference articles discussing text mining?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
I am looking for the latest scientific article related to Machine Learning,FindArticles,[],( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),ParaQuality,11,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['define dfw', 'Can you tell me the proximity of the nearest cab?']",Can you find me the most recent scientific publication on Machine Learning?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True,I need to locate the most up-to-date research paper on Machine Learning.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Could you assist me in discovering the newest article about Machine Learning in the field of science?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
Create a comment saying ''Best Voice Ever'',CreateComment,"[['value', 'Best Voice Ever']]",( S ( VP ( VB ) ( NP ) ) ( '' ) ),ParaQuality,12,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find a couple of stunning images that correspond to Opera House in the resolution of 1024 pixels by 768 pixels', 'Can you tell me the weather forecast for Anston in colder temperatures?']",Compose a comment that says 'Best Voice Ever',( S ( VP ( VB ) ( NP ) ) ( '' ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Craft a message expressing 'Best Voice Ever',( S ( VP ( VB ) ( NP ) ) ( '' ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Generate a statement with the words 'Best Voice Ever',( S ( VP ( VB ) ( NP ) ( ADVP ) ) ( '' ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Jump to the previous song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,13,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Retrieve a selection of attractive photos that are similar to Opera House and have a resolution of 1024 pixels by 768 pixels', 'Can you find me the publication called The Lion Sleeps Tonight?']",Skip to the last played track,( S ( VP ( VB ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True,Navigate back to the previous song,( S ( VP ( VB ) ( ADVP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True,Jump back to the song that was playing before,( S ( VP ( VB ) ( ADVP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True
Skip to the next song,NavigatePlaylist,[],( S ( VP ( VB ) ( PP ) ) ),ParaQuality,14,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find the top-rated photos labeled with #LOVE', 'Can you tell me the current temperature in Pesotum?']",Go to the following song,( S ( VP ( VB ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True,Move on to the next track,( S ( VP ( VB ) ( PRT ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True,Skip to the succeeding music piece,( S ( VP ( VB ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True
Where can I upgrade my laptop ?,FindStores,"[['query', 'laptop']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),ParaQuality,15,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['find all the airlines that fly from Boston to Denver', 'Can you tell me the current weather in Pesotum?']",Which places offer laptop upgrades?,( SBARQ ( WHNP ( WDT ) ( NNS ) ) ( SQ ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False,Where can I get my laptop upgraded?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,What are the locations where I can upgrade my laptop?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False
Could you offer three barbershops in Newtown,FindStores,"[['location', 'Newtown']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),ParaQuality,16,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['include Kirk Hammett in my Party playlist', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']",Can you provide information on three hair salons in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True,I need recommendations for three barbershops located in Newtown.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",False,Do you know of any barber establishments within the area of Newtown?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",False
Let me have top three convenience stores near Newtown,FindStores,"[['location', 'Newtown'], ['business', 'convenience stores']]",( S ( VP ( VB ) ( S ) ) ),ParaQuality,17,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['locate Fox Theatres featuring The Caretaker', 'Could you give me an update on the weather conditions at Harrison-Crawford State Forest?']",Can you show me the closest convenience stores in Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True,I would like to know the top three convenience stores in close proximity to Newtown.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Could you provide me with information about the three best convenience stores near Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
I want reviews for McDonald's at Kensington st.,GetReviews,"[['location', 'Kensington st.'], ['business', ""McDonald's""]]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),ParaQuality,18,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Discover a handful of stunning photos featuring the Opera House, all with dimensions of 1024 pixels by 768 pixels', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']",Please give me some reviews for the McDonald's located on Kensington Street.,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",False,I would like to know what people are saying about the McDonald's restaurant on Kensington Street.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Can you provide me with reviews of the McDonald's at Kensington St?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
How far is the closest cab,FindTaxi,[],( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),ParaQuality,19,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['locate Fox Theatres that show The Caretaker', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']",What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,How distant is the closest taxi?,( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,Can you tell me how far away the nearest cab is?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
Request a taxi from the airport to home,BookTaxi,"[['from', 'airport'], ['to', 'home']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),ParaQuality,20,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","[""Drop a message to Phil indicating that I've got your back"", 'Can you tell me the current heat in Pesotum?']",Order a taxi to take me home from the airport,( S ( VP ( VB ) ( NP ) ( S ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,I need a taxi to pick me up from the airport and drop me off at home,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( S ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Can you arrange for transportation from the airport to my house?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
what is the forecast for colder in Anston,GetWeather,"[['condition_temperature', 'colder'], ['city', 'Anston']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,22,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find 5 conference papers discussing text mining', 'Can you tell me the distance of the closest cab?']",Can you provide the weather forecast for low temperatures in Anston?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True,I'm interested in knowing the forecast for colder weather in Anston. Can you help me with that?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False,Could you please tell me what the weather will be like in Anston when it gets colder?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",False
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['display the list of airlines operating between Boston and Denver', 'Can you show me the most recent scientific paper on Machine Learning?']",What's the temperature like in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,Can you tell me the current weather in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True,Is it warm or cold in Pesotum?,( SQ ( VBZ ) ( NP ( PRP ) ) ( ADJP ( JJ ) ( CC ) ( JJ ) ) ( PP ( IN ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 11.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['define dfw please', 'Could you give me an update on the weather conditions at Harrison-Crawford State Forest?']","Can you help me find a pub with Italian dressing available for a party of 5 on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True,"Do you know of any pubs that serve Italian food and can accommodate a group of 5 for a party on February 11, 2033?",( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 3.0}",False,"I'm looking for a pub where I can have Italian dressing and celebrate with my friends. Can you suggest one for February 11, 2033?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False
Book a taverna in Equatorial Guinea this month for nine people.,BookRestaurant,"[['restaurant_type', 'taverna'], ['country', 'Equatorial Guinea'], ['timeRange', 'this month'], ['party_size_number', 'nine']]",( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),SNIPS,25,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['list the airlines that fly from boston to atlanta', ""Can you show me the ratings for McDonald's on Kensington street?""]",Reserve a restaurant in Equatorial Guinea this month for nine individuals.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Find a dining establishment in Equatorial Guinea for a party of nine this month.,( S ( VP ( VB ) ( NP ) ( PP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 3.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Book a place to eat in Equatorial Guinea this month for a group of nine people.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
Book a table for eight people please,BookRestaurant,"[['party_size_number', 'eight']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),SNIPS,26,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['list the airlines that fly from Boston to Denver', 'Can you find me the cheapest fare for a one-way trip from Boston to Baltimore?']","Can you reserve a table for a party of eight, please?","( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( , ) ( INTJ ) ) ( . ) )","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True,"I would like to make a reservation for eight people, please.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Could you arrange a table for eight individuals?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
